B1,B2,B3,B4,B5,B6,B7,classvalue,sample
0.0576,0.064,0.068,0.0396,0.0367,0.0305,0.0309,1,train
0.0576,0.0617,0.0676,0.0381,0.0391,0.031,0.0321,1,train
0.0577,0.0652,0.068,0.0363,0.0356,0.0301,0.0302,1,train
0.0577,0.0622,0.0695,0.0387,0.0398,0.0309,0.0299,1,train
0.0577,0.0649,0.068,0.0379,0.036,0.0308,0.0306,1,train
0.0578,0.0654,0.0706,0.0392,0.0397,0.0318,0.033,1,train
0.0578,0.0663,0.0702,0.0401,0.0398,0.0328,0.033,1,train
0.058,0.0641,0.0713,0.0388,0.04,0.0335,0.0319,1,train
0.058,0.0652,0.0695,0.039,0.0391,0.0322,0.0319,1,train
0.0581,0.0645,0.0694,0.0376,0.0355,0.0303,0.0313,1,train
0.0581,0.064,0.0678,0.039,0.0378,0.0307,0.031,1,train
0.0578,0.0645,0.068,0.0389,0.038,0.0331,0.0326,1,train
0.0578,0.0656,0.0696,0.0397,0.0383,0.0326,0.0317,1,train
0.0571,0.0666,0.0691,0.0393,0.0393,0.0333,0.0333,1,train
0.0571,0.0672,0.0687,0.0403,0.0397,0.0332,0.0347,1,train
0.0574,0.0659,0.0696,0.0405,0.0416,0.0333,0.0347,1,train
0.0574,0.0652,0.0692,0.0408,0.0401,0.033,0.0332,1,train
0.0594,0.0677,0.06885,0.03995,0.0395,0.03205,0.0336,1,train
0.0594,0.06615,0.06845,0.0392,0.03995,0.0326,0.03325,1,train
0.0592,0.06865,0.07,0.03995,0.03865,0.0315,0.03195,1,train
0.0592,0.0681,0.06935,0.0399,0.03975,0.03145,0.03205,1,train
0.0589,0.0677,0.06855,0.04035,0.04045,0.03175,0.03395,1,train
0.0589,0.0693,0.07105,0.0416,0.04105,0.0339,0.03425,1,train
0.0601,0.06915,0.0741,0.04155,0.04005,0.0313,0.03355,1,train
0.0601,0.07055,0.07505,0.0412,0.0389,0.03275,0.03305,1,train
0.0587,0.0686,0.0739,0.04185,0.0401,0.03445,0.0353,1,train
0.0587,0.0697,0.0733,0.04165,0.04065,0.03225,0.03255,1,train
0.0584,0.06755,0.07215,0.04055,0.0402,0.0331,0.0334,1,train
0.0584,0.0671,0.0708,0.04055,0.03875,0.0319,0.0327,1,train
0.0581,0.066,0.0696,0.0396,0.0399,0.0338,0.0329,1,train
0.0581,0.0635,0.0697,0.0393,0.0375,0.0326,0.032,1,train
0.0576,0.0642,0.0698,0.0398,0.0407,0.0311,0.0324,1,train
0.0576,0.0631,0.0682,0.04,0.0398,0.0319,0.0322,1,train
0.0577,0.0654,0.0689,0.038,0.0377,0.0327,0.0317,1,train
0.0577,0.0647,0.0685,0.0366,0.0357,0.0304,0.0291,1,train
0.0577,0.0625,0.0676,0.0383,0.0369,0.0305,0.03,1,train
0.0578,0.064,0.071,0.0399,0.0377,0.0329,0.0317,1,train
0.0578,0.0632,0.0708,0.0381,0.0376,0.0307,0.0321,1,train
0.058,0.064,0.0682,0.0394,0.0381,0.0323,0.0323,1,train
0.058,0.0656,0.0699,0.0386,0.0391,0.0328,0.0329,1,train
0.0581,0.0653,0.0673,0.038,0.036,0.0298,0.0307,1,train
0.0581,0.064,0.0708,0.0391,0.0374,0.0307,0.0333,1,train
0.0578,0.0652,0.0696,0.0397,0.0385,0.0327,0.0337,1,train
0.0578,0.064,0.0673,0.0386,0.0389,0.032,0.0319,1,train
0.0571,0.0647,0.0695,0.0409,0.0399,0.0337,0.0354,1,train
0.0571,0.0653,0.0696,0.0391,0.04,0.0336,0.0337,1,train
0.0574,0.0654,0.0701,0.04,0.0408,0.034,0.0339,1,train
0.0574,0.0657,0.069,0.0404,0.0399,0.0336,0.034,1,train
0.0594,0.0663,0.06875,0.0398,0.04035,0.03375,0.0339,1,train
0.0594,0.0673,0.06945,0.0402,0.0399,0.0329,0.0333,1,train
0.0592,0.0694,0.06955,0.0396,0.03825,0.0324,0.03175,1,train
0.0592,0.06815,0.0698,0.0406,0.03815,0.03175,0.0319,1,train
0.0589,0.06765,0.07,0.0411,0.04095,0.0323,0.0336,1,train
0.0589,0.06945,0.07095,0.0409,0.04015,0.03405,0.03335,1,train
0.0599,0.07005,0.0743,0.0418,0.0407,0.03345,0.03415,1,train
0.0599,0.0698,0.07495,0.0415,0.03895,0.0339,0.03405,1,train
0.0584,0.0691,0.0736,0.0433,0.04065,0.03445,0.0347,1,train
0.0584,0.069,0.07355,0.04165,0.03795,0.0338,0.0325,1,train
0.05815,0.06825,0.07315,0.04045,0.03805,0.03235,0.03305,1,train
0.05815,0.0665,0.071,0.03925,0.0392,0.0313,0.0336,1,train
0.0576,0.0666,0.0697,0.0401,0.0391,0.0335,0.033,1,train
0.0576,0.0642,0.0699,0.0402,0.0384,0.0318,0.0319,1,train
0.0569,0.0658,0.0672,0.041,0.0399,0.032,0.0327,1,train
0.0569,0.0632,0.0683,0.0393,0.0393,0.032,0.0314,1,train
0.0571,0.0653,0.0691,0.0395,0.0382,0.0327,0.0324,1,train
0.0571,0.0635,0.0688,0.0372,0.0344,0.0299,0.0292,1,train
0.0571,0.064,0.0683,0.0381,0.0363,0.0303,0.0295,1,train
0.0573,0.0663,0.0708,0.0396,0.0376,0.031,0.0313,1,train
0.0573,0.0645,0.0694,0.04,0.039,0.0306,0.032,1,train
0.0573,0.0658,0.0695,0.0396,0.0398,0.0333,0.0321,1,train
0.0573,0.0643,0.0684,0.0388,0.0398,0.0317,0.0325,1,train
0.0571,0.0656,0.0675,0.0377,0.0367,0.0338,0.0323,1,train
0.0571,0.0645,0.0676,0.0399,0.0369,0.0324,0.0325,1,train
0.0571,0.0656,0.0688,0.0385,0.0396,0.0327,0.0328,1,train
0.0571,0.0643,0.0675,0.039,0.039,0.0326,0.0329,1,train
0.0571,0.064,0.0686,0.0397,0.0393,0.0339,0.0343,1,train
0.0571,0.0674,0.0695,0.0402,0.0403,0.0346,0.0331,1,train
0.059,0.0663,0.06945,0.0404,0.04075,0.0336,0.0323,1,train
0.059,0.06615,0.07,0.04085,0.04185,0.03445,0.03345,1,train
0.0592,0.0666,0.07035,0.0405,0.0409,0.03345,0.03515,1,train
0.0592,0.0677,0.0698,0.03975,0.03935,0.0329,0.03355,1,train
0.0595,0.06775,0.06885,0.03945,0.04135,0.03195,0.0321,1,train
0.0595,0.0673,0.0683,0.03955,0.03905,0.0322,0.0326,1,train
0.0591,0.0683,0.0702,0.0401,0.03895,0.03305,0.03225,1,train
0.0591,0.0685,0.06875,0.0383,0.03835,0.03245,0.0338,1,train
0.0599,0.07125,0.0774,0.0425,0.03995,0.035,0.03365,1,train
0.0599,0.0718,0.0751,0.0422,0.0389,0.0333,0.03395,1,train
0.0584,0.0695,0.0726,0.04205,0.039,0.0331,0.03335,1,train
0.0584,0.06805,0.0722,0.0403,0.0378,0.03075,0.03285,1,train
0.05815,0.0671,0.07215,0.04145,0.03905,0.0337,0.03315,1,train
0.05815,0.06875,0.0724,0.03985,0.03945,0.03345,0.0347,1,train
0.0576,0.0663,0.0725,0.0406,0.0389,0.0331,0.0315,1,train
0.0576,0.0654,0.0718,0.0422,0.0377,0.0323,0.0312,1,train
0.0569,0.0628,0.0677,0.0399,0.0399,0.0313,0.0315,1,train
0.0569,0.0645,0.0673,0.0401,0.038,0.0326,0.0323,1,train
0.0571,0.0649,0.0682,0.038,0.0385,0.0325,0.0331,1,train
0.0571,0.0634,0.07,0.0369,0.0349,0.0301,0.0296,1,train
0.0571,0.0634,0.0688,0.0378,0.0372,0.0299,0.03,1,train
0.0573,0.0629,0.0675,0.0374,0.0386,0.0331,0.0319,1,train
0.0573,0.0643,0.069,0.0384,0.0384,0.032,0.0323,1,train
0.0573,0.0651,0.0688,0.0379,0.038,0.0324,0.0325,1,train
0.0573,0.0652,0.0682,0.0384,0.0385,0.0328,0.0313,1,train
0.0571,0.0675,0.0675,0.0383,0.0397,0.0323,0.0324,1,train
0.0571,0.0648,0.0671,0.0393,0.0383,0.0333,0.0331,1,train
0.0571,0.0649,0.0691,0.0383,0.0385,0.0329,0.033,1,train
0.0571,0.0659,0.0689,0.0402,0.0391,0.0326,0.0335,1,train
0.0571,0.0664,0.068,0.0389,0.0405,0.0331,0.0338,1,train
0.0571,0.0662,0.0707,0.0395,0.0399,0.0336,0.0335,1,train
0.059,0.06615,0.0672,0.03875,0.03885,0.0331,0.0324,1,train
0.059,0.06695,0.0697,0.03975,0.04035,0.034,0.03305,1,train
0.0592,0.0658,0.0702,0.0404,0.04065,0.03345,0.03415,1,train
0.0592,0.06765,0.07035,0.0404,0.0402,0.03365,0.0328,1,train
0.0595,0.06775,0.0705,0.0409,0.04105,0.03235,0.0335,1,train
0.0595,0.0676,0.07035,0.04055,0.03955,0.03185,0.03265,1,train
0.0591,0.06825,0.07055,0.03925,0.03845,0.0326,0.0324,1,train
0.0591,0.06775,0.06965,0.04015,0.0405,0.03285,0.03375,1,train
0.05735,0.0693,0.0744,0.0428,0.0393,0.03535,0.0345,1,train
0.05735,0.06985,0.07585,0.04115,0.039,0.0323,0.0342,1,train
0.05735,0.06805,0.07315,0.0414,0.03955,0.0333,0.0337,1,train
0.05735,0.0666,0.0708,0.03985,0.0382,0.0306,0.032,1,train
0.05665,0.0682,0.0709,0.0393,0.0379,0.032,0.0327,1,train
0.05665,0.0684,0.07205,0.0407,0.0391,0.03315,0.03375,1,train
0.057,0.0658,0.073,0.038,0.0384,0.0308,0.0312,1,train
0.057,0.0631,0.0692,0.0385,0.0376,0.0317,0.0331,1,train
0.0569,0.0644,0.0684,0.0407,0.0385,0.0322,0.0316,1,train
0.0569,0.065,0.0704,0.0398,0.038,0.0322,0.0319,1,train
0.057,0.063,0.0668,0.0382,0.0384,0.0339,0.0311,1,train
0.057,0.0631,0.0706,0.0374,0.0361,0.0311,0.0309,1,train
0.057,0.0629,0.0685,0.0381,0.0368,0.0291,0.0301,1,train
0.0572,0.0655,0.0702,0.0378,0.0394,0.0318,0.0323,1,train
0.0572,0.0647,0.0692,0.0382,0.0383,0.0318,0.0327,1,train
0.0575,0.0641,0.0679,0.0372,0.0373,0.0309,0.0325,1,train
0.0575,0.0658,0.0673,0.0387,0.0386,0.0325,0.0319,1,train
0.0574,0.0654,0.068,0.0389,0.0407,0.0339,0.033,1,train
0.0574,0.0658,0.0679,0.0385,0.0394,0.0323,0.0334,1,train
0.0575,0.0654,0.0686,0.0386,0.0371,0.0333,0.033,1,train
0.0575,0.0651,0.0683,0.0382,0.0379,0.0324,0.0326,1,train
0.0587,0.06515,0.0688,0.04035,0.0394,0.0327,0.03395,1,train
0.0587,0.06865,0.06955,0.03995,0.0403,0.03285,0.03355,1,train
0.05925,0.06715,0.0691,0.03865,0.0379,0.0318,0.03305,1,train
0.05925,0.066,0.0686,0.039,0.0396,0.0322,0.03445,1,train
0.05955,0.067,0.06925,0.0399,0.0413,0.03345,0.03365,1,train
0.05955,0.06785,0.07015,0.04,0.041,0.0321,0.03385,1,train
0.0593,0.06795,0.0712,0.0408,0.04205,0.0343,0.035,1,train
0.0593,0.0679,0.07095,0.03965,0.03945,0.03215,0.03255,1,train
0.0596,0.06755,0.07145,0.04045,0.0379,0.032,0.0332,1,train
0.0596,0.0689,0.0709,0.0405,0.0405,0.03245,0.03325,1,train
0.05735,0.0664,0.0752,0.0415,0.03825,0.0334,0.03455,1,train
0.05735,0.06575,0.07325,0.03985,0.03855,0.0334,0.0337,1,train
0.05735,0.0658,0.0719,0.0413,0.03855,0.03285,0.03175,1,train
0.05735,0.0648,0.0706,0.0399,0.03755,0.03165,0.03335,1,train
0.05665,0.06605,0.06905,0.0391,0.03735,0.03035,0.03205,1,train
0.05665,0.06515,0.0692,0.03925,0.0361,0.0336,0.03215,1,train
0.057,0.0667,0.0705,0.0392,0.0378,0.0314,0.0314,1,train
0.057,0.0637,0.0691,0.0393,0.0363,0.0312,0.0315,1,train
0.0569,0.0629,0.0683,0.0384,0.0377,0.0313,0.0317,1,train
0.0569,0.0628,0.0685,0.0369,0.0359,0.0312,0.031,1,train
0.057,0.061,0.0653,0.0366,0.0383,0.0316,0.0328,1,train
0.057,0.0644,0.0699,0.0376,0.0376,0.0325,0.0323,1,train
0.0572,0.0639,0.0694,0.0383,0.0389,0.0312,0.0315,1,train
0.0572,0.0636,0.0673,0.0387,0.0382,0.0316,0.0319,1,train
0.0572,0.0653,0.0702,0.0369,0.0383,0.031,0.0312,1,train
0.0575,0.0658,0.07,0.0384,0.0372,0.0322,0.0321,1,train
0.0575,0.0645,0.0698,0.0372,0.0374,0.032,0.0329,1,train
0.0574,0.0655,0.0687,0.0394,0.0394,0.0334,0.0325,1,train
0.0574,0.0646,0.0682,0.0386,0.0394,0.0349,0.033,1,train
0.0575,0.064,0.0687,0.0378,0.0371,0.033,0.0324,1,train
0.0575,0.0654,0.0672,0.0387,0.0379,0.0322,0.0325,1,train
0.0587,0.06475,0.06845,0.0404,0.03955,0.03395,0.03395,1,train
0.0587,0.066,0.0686,0.03965,0.03975,0.0324,0.0331,1,train
0.05925,0.0664,0.0693,0.0384,0.0379,0.0312,0.0321,1,train
0.05925,0.06625,0.06785,0.03935,0.039,0.03165,0.0332,1,train
0.05955,0.0661,0.0707,0.0404,0.0413,0.03325,0.0329,1,train
0.05955,0.0677,0.06975,0.0404,0.03965,0.0328,0.03355,1,train
0.0593,0.06855,0.07115,0.04275,0.0409,0.03455,0.0343,1,train
0.0593,0.06805,0.07075,0.0402,0.0406,0.0314,0.0329,1,train
0.0596,0.0677,0.07145,0.0396,0.03875,0.0325,0.0335,1,train
0.0596,0.06925,0.07,0.0402,0.0409,0.03335,0.0333,1,train
0.05715,0.06635,0.0734,0.04145,0.0392,0.0335,0.03325,1,train
0.05715,0.0664,0.07465,0.0414,0.0387,0.03345,0.0335,1,train
0.057,0.06715,0.07055,0.04215,0.0378,0.0318,0.03295,1,train
0.057,0.06505,0.0705,0.0391,0.0373,0.03155,0.0344,1,train
0.0561,0.0645,0.06885,0.0385,0.0366,0.0295,0.03055,1,train
0.0561,0.06475,0.06825,0.03855,0.0374,0.0328,0.03255,1,train
0.0562,0.0668,0.0698,0.0378,0.037,0.0304,0.0304,1,train
0.0562,0.0632,0.0702,0.0373,0.0345,0.0311,0.0303,1,train
0.0567,0.0647,0.069,0.0394,0.0385,0.0311,0.0326,1,train
0.0567,0.0649,0.0694,0.0372,0.0365,0.032,0.0311,1,train
0.0565,0.0631,0.0667,0.0362,0.0361,0.0328,0.0316,1,train
0.0565,0.0633,0.0698,0.0369,0.0377,0.0323,0.0322,1,train
0.0565,0.061,0.0697,0.0377,0.0383,0.0311,0.0309,1,train
0.0565,0.0655,0.0697,0.0381,0.0381,0.0317,0.0328,1,train
0.0565,0.0647,0.0675,0.0377,0.0376,0.0323,0.0316,1,train
0.0574,0.0663,0.0695,0.0383,0.0371,0.0322,0.0331,1,train
0.0574,0.0638,0.0687,0.0375,0.037,0.0332,0.032,1,train
0.058,0.0649,0.0684,0.0381,0.0393,0.0341,0.0333,1,train
0.058,0.0671,0.0682,0.039,0.0391,0.0325,0.034,1,train
0.05905,0.06695,0.0681,0.03865,0.0377,0.03115,0.0314,1,train
0.05905,0.06585,0.07075,0.03825,0.0388,0.0332,0.0336,1,train
0.0588,0.06455,0.0669,0.0384,0.0393,0.03305,0.03315,1,train
0.0588,0.0642,0.068,0.0392,0.0404,0.0338,0.03245,1,train
0.05895,0.06625,0.06855,0.0384,0.0386,0.0314,0.0331,1,train
0.05895,0.06575,0.06795,0.0397,0.0397,0.03205,0.0321,1,train
0.05945,0.0667,0.07045,0.0405,0.0397,0.0316,0.0322,1,train
0.05945,0.0668,0.06915,0.03995,0.0405,0.0322,0.03195,1,train
0.0593,0.06645,0.06995,0.0398,0.0391,0.0327,0.0328,1,train
0.0593,0.06905,0.07025,0.04025,0.04065,0.0331,0.0315,1,train
0.05945,0.06685,0.06935,0.03805,0.03845,0.0319,0.0318,1,train
0.05945,0.0678,0.0707,0.04035,0.03985,0.03265,0.0322,1,train
0.05715,0.06725,0.07265,0.04265,0.03785,0.03325,0.0318,1,train
0.05715,0.06605,0.0733,0.04165,0.0401,0.0329,0.0333,1,train
0.057,0.0659,0.07235,0.04045,0.0378,0.03215,0.0322,1,train
0.057,0.06365,0.0707,0.03905,0.03865,0.03415,0.03495,1,train
0.0561,0.06435,0.07085,0.03815,0.0371,0.0307,0.0313,1,train
0.0561,0.06375,0.06705,0.0373,0.0355,0.03175,0.0317,1,train
0.0562,0.0639,0.0711,0.0374,0.0346,0.032,0.0308,1,train
0.0562,0.0642,0.0675,0.0388,0.0392,0.0308,0.0302,1,train
0.0567,0.065,0.0699,0.0392,0.0366,0.0315,0.032,1,train
0.0567,0.063,0.0694,0.0368,0.0365,0.0321,0.0315,1,train
0.0565,0.0623,0.0682,0.0367,0.0371,0.033,0.0311,1,train
0.0565,0.0646,0.0698,0.0383,0.0379,0.0323,0.0316,1,train
0.0565,0.062,0.0708,0.0362,0.0373,0.0312,0.0316,1,train
0.0565,0.0651,0.0694,0.0379,0.038,0.0343,0.0318,1,train
0.0565,0.064,0.0685,0.0368,0.0384,0.0311,0.0315,1,train
0.0574,0.064,0.0685,0.039,0.0383,0.0304,0.0318,1,train
0.0574,0.065,0.0678,0.0388,0.0382,0.0323,0.0324,1,train
0.058,0.0635,0.068,0.0387,0.04,0.0336,0.0336,1,train
0.058,0.0656,0.0686,0.0394,0.0387,0.0327,0.0335,1,train
0.05905,0.06595,0.06825,0.0377,0.03755,0.0317,0.032,1,train
0.05905,0.0651,0.0697,0.0379,0.03745,0.0327,0.0331,1,train
0.0588,0.0644,0.06795,0.03915,0.03905,0.03235,0.0336,1,train
0.0588,0.06555,0.06775,0.0387,0.03875,0.03285,0.0334,1,train
0.05895,0.06415,0.0689,0.03845,0.0382,0.0326,0.03265,1,train
0.05895,0.0678,0.0685,0.04015,0.03945,0.03175,0.03285,1,train
0.05945,0.06575,0.06925,0.03925,0.0392,0.033,0.0328,1,train
0.05945,0.06695,0.07115,0.0408,0.04005,0.0325,0.0325,1,train
0.0593,0.0668,0.0686,0.0404,0.03935,0.0315,0.03175,1,train
0.0593,0.0667,0.06975,0.03995,0.04065,0.0322,0.0315,1,train
0.05945,0.0681,0.0687,0.0391,0.03685,0.0326,0.03195,1,train
0.05945,0.0684,0.06995,0.03865,0.0379,0.0315,0.0328,1,train
0.0573,0.0669,0.0747,0.0418,0.0401,0.0321,0.03205,1,train
0.0573,0.0664,0.07445,0.04055,0.0392,0.03235,0.0326,1,train
0.0569,0.0655,0.0727,0.03915,0.03625,0.03145,0.0318,1,train
0.0569,0.0655,0.07125,0.0384,0.03845,0.0336,0.03405,1,train
0.0566,0.0661,0.07,0.0389,0.0374,0.031,0.0306,1,train
0.0566,0.0651,0.0709,0.0393,0.0369,0.0313,0.0322,1,train
0.0561,0.0645,0.071,0.0396,0.0349,0.031,0.0315,1,train
0.0561,0.0633,0.0686,0.0374,0.037,0.0302,0.0304,1,train
0.0571,0.0636,0.0677,0.0378,0.0382,0.0322,0.0326,1,train
0.0571,0.0644,0.0682,0.0372,0.0374,0.0321,0.0317,1,train
0.0573,0.0629,0.0675,0.0379,0.0375,0.032,0.0309,1,train
0.0573,0.0618,0.0674,0.0377,0.0378,0.0315,0.0311,1,train
0.0564,0.0615,0.0702,0.0378,0.0366,0.0322,0.0309,1,train
0.0564,0.0654,0.0687,0.0374,0.0373,0.0336,0.032,1,train
0.0564,0.0615,0.068,0.0371,0.0374,0.0313,0.0316,1,train
0.0575,0.064,0.0684,0.03875,0.03735,0.033,0.0323,1,train
0.0575,0.0643,0.0681,0.03745,0.0378,0.03235,0.03165,1,train
0.0581,0.0645,0.06825,0.0383,0.038,0.03225,0.032,1,train
0.0581,0.0661,0.06875,0.0385,0.03875,0.03315,0.03225,1,train
0.0585,0.0656,0.06715,0.0379,0.03835,0.03275,0.03215,1,train
0.0585,0.0658,0.069,0.03975,0.03855,0.03425,0.0324,1,train
0.0587,0.0657,0.06855,0.0391,0.0401,0.03345,0.03435,1,train
0.0587,0.0642,0.06765,0.0392,0.03845,0.03305,0.0332,1,train
0.05905,0.06585,0.06855,0.0394,0.0391,0.03265,0.0333,1,train
0.05905,0.06635,0.0686,0.0395,0.0394,0.0334,0.03335,1,train
0.05925,0.06535,0.0702,0.0403,0.04095,0.03275,0.0324,1,train
0.05925,0.06565,0.0693,0.0402,0.0412,0.03305,0.0337,1,train
0.0595,0.06605,0.0681,0.03985,0.0408,0.0332,0.03315,1,train
0.0595,0.0666,0.06885,0.03985,0.03905,0.03245,0.0321,1,train
0.05935,0.0689,0.06985,0.03955,0.0387,0.0317,0.03215,1,train
0.05935,0.0675,0.0704,0.03885,0.03895,0.0318,0.0316,1,train
0.0573,0.06645,0.07345,0.0398,0.0386,0.0291,0.03245,1,train
0.0573,0.06665,0.07335,0.0398,0.0375,0.03175,0.03255,1,train
0.0569,0.0651,0.07275,0.0397,0.0361,0.0313,0.03305,1,train
0.0569,0.0647,0.07095,0.03935,0.0356,0.03205,0.0328,1,train
0.0566,0.0673,0.0714,0.0396,0.0366,0.0313,0.032,1,train
0.0566,0.0631,0.0692,0.0398,0.0349,0.031,0.0323,1,train
0.0561,0.0649,0.0702,0.0379,0.0376,0.0318,0.0316,1,train
0.0561,0.0634,0.0701,0.0375,0.035,0.0299,0.0312,1,train
0.0571,0.0623,0.0679,0.0374,0.0386,0.0314,0.0312,1,train
0.0571,0.0643,0.0702,0.0374,0.0358,0.0317,0.0319,1,train
0.0573,0.0634,0.0699,0.0371,0.0358,0.0308,0.0308,1,train
0.0573,0.0627,0.0674,0.0378,0.0379,0.0318,0.031,1,train
0.0564,0.0621,0.0692,0.0373,0.0366,0.0321,0.0322,1,train
0.0564,0.0629,0.0695,0.0362,0.0374,0.032,0.0327,1,train
0.0564,0.0629,0.0685,0.0375,0.0383,0.0326,0.0322,1,train
0.0575,0.06515,0.06835,0.03855,0.0369,0.0313,0.03315,1,train
0.0575,0.06475,0.0697,0.03785,0.0365,0.03185,0.0324,1,train
0.0581,0.0652,0.0694,0.03785,0.0378,0.0324,0.03165,1,train
0.0581,0.0651,0.0688,0.03715,0.0374,0.03345,0.0324,1,train
0.0585,0.06495,0.06845,0.03795,0.0378,0.0322,0.03255,1,train
0.0585,0.0657,0.0692,0.03865,0.03875,0.03235,0.03255,1,train
0.0587,0.06675,0.0687,0.039,0.03925,0.0342,0.03405,1,train
0.0587,0.0655,0.068,0.04,0.03885,0.0335,0.0323,1,train
0.05905,0.0664,0.07165,0.0385,0.03915,0.0324,0.0322,1,train
0.05905,0.06675,0.0704,0.0404,0.04025,0.0341,0.0342,1,train
0.05925,0.0642,0.06925,0.039,0.0385,0.0332,0.03235,1,train
0.05925,0.0647,0.06955,0.0411,0.04145,0.0332,0.0341,1,train
0.0595,0.0669,0.0688,0.0382,0.03835,0.03165,0.03195,1,train
0.0595,0.06625,0.069,0.0404,0.03855,0.0327,0.03225,1,train
0.05935,0.0676,0.0695,0.0397,0.03915,0.0321,0.03255,1,train
0.05935,0.06645,0.0694,0.0401,0.03875,0.03185,0.0322,1,train
0.069,0.07545,0.10425,0.11365,0.14625,0.23345,0.25665,1,train
0.069,0.09425,0.11495,0.1289,0.15695,0.21715,0.2426,1,train
0.0653,0.082,0.10595,0.1153,0.15115,0.234,0.26775,1,train
0.0653,0.06045,0.0847,0.08415,0.12915,0.20975,0.23135,1,train
0.0551,0.0645,0.0785,0.0692,0.1201,0.23,0.2843,1,train
0.0551,0.0738,0.0995,0.1028,0.1378,0.2234,0.2638,1,train
0.0518,0.0612,0.084,0.0814,0.1189,0.2208,0.267,1,train
0.0518,0.0418,0.0658,0.0536,0.1047,0.258,0.3233,1,train
0.0531,0.0595,0.0785,0.0876,0.1333,0.2007,0.2402,1,train
0.0531,0.0658,0.0952,0.1042,0.1433,0.2118,0.2446,1,train
0.0516,0.0531,0.0776,0.086,0.1179,0.2147,0.259,1,train
0.0516,0.0453,0.0746,0.0664,0.1272,0.2305,0.2847,1,train
0.0619,0.0571,0.0829,0.0865,0.1312,0.2128,0.2499,1,train
0.0619,0.0634,0.0984,0.109,0.1533,0.2155,0.2559,1,train
0.064,0.096,0.1312,0.1667,0.1946,0.2087,0.2203,1,train
0.064,0.0857,0.12,0.1515,0.1737,0.1988,0.2224,1,train
0.0593,0.0637,0.0924,0.1093,0.1438,0.207,0.2455,1,train
0.0593,0.0642,0.0904,0.1018,0.1376,0.2001,0.2415,1,train
0.0585,0.067,0.0991,0.1148,0.1547,0.2123,0.2462,1,train
0.0585,0.0779,0.1138,0.1286,0.1569,0.2176,0.2433,1,train
0.0712,0.0882,0.1211,0.14585,0.17635,0.2485,0.2652,1,train
0.06685,0.09595,0.11725,0.14185,0.17105,0.2404,0.25715,1,train
0.06685,0.05325,0.0826,0.07725,0.1256,0.2377,0.2825,1,train
0.0653,0.06175,0.0892,0.0914,0.1316,0.24575,0.2898,1,train
0.0653,0.0685,0.0897,0.08995,0.126,0.2116,0.2364,1,train
0.0551,0.0544,0.0772,0.067,0.1141,0.2173,0.2639,1,train
0.0551,0.0697,0.0923,0.0909,0.1363,0.2326,0.2673,1,train
0.0518,0.0574,0.0775,0.0712,0.1184,0.2227,0.2737,1,train
0.0518,0.0451,0.067,0.0503,0.105,0.2496,0.3105,1,train
0.0531,0.0997,0.1234,0.1412,0.1619,0.1947,0.2217,1,train
0.0531,0.0549,0.0816,0.086,0.1285,0.2211,0.2461,1,train
0.0516,0.0494,0.0777,0.0793,0.1247,0.2184,0.2558,1,train
0.0516,0.0596,0.0936,0.0976,0.14,0.2219,0.2585,1,train
0.0619,0.0622,0.0942,0.1003,0.1347,0.2132,0.2551,1,train
0.0619,0.0737,0.1082,0.1221,0.1582,0.2103,0.2441,1,train
0.064,0.0962,0.1362,0.1678,0.1939,0.2082,0.2219,1,train
0.064,0.0838,0.1202,0.1509,0.176,0.2061,0.2221,1,train
0.0593,0.0666,0.0973,0.1093,0.1502,0.2068,0.2428,1,train
0.0593,0.0619,0.0913,0.0883,0.137,0.2076,0.2526,1,train
0.0585,0.0706,0.0962,0.1222,0.1449,0.2146,0.2394,1,train
0.0585,0.0668,0.1005,0.1108,0.1431,0.2189,0.2507,1,train
0.0526,0.0577,0.0907,0.0827,0.1413,0.2342,0.2764,1,train
0.0712,0.08755,0.11615,0.1412,0.1725,0.25275,0.27035,1,train
0.06685,0.0783,0.10575,0.12585,0.15695,0.24785,0.2638,1,train
0.06685,0.0794,0.1,0.1071,0.14415,0.2114,0.2333,1,train
0.0614,0.0719,0.0932,0.1059,0.1213,0.1999,0.231,1,train
0.0614,0.0643,0.0858,0.0836,0.1311,0.2306,0.2834,1,train
0.0557,0.0747,0.0959,0.0995,0.1321,0.2202,0.2533,1,train
0.0557,0.0579,0.08,0.0802,0.1225,0.2122,0.25,1,train
0.054,0.069,0.09,0.0895,0.1238,0.2235,0.2516,1,train
0.054,0.0579,0.0858,0.0797,0.1398,0.2422,0.2736,1,train
0.0515,0.1271,0.1452,0.1448,0.1583,0.2446,0.2806,1,train
0.0515,0.0484,0.0713,0.0627,0.1184,0.2261,0.2749,1,train
0.0458,0.0484,0.0747,0.0762,0.1128,0.2144,0.2508,1,train
0.0458,0.0545,0.0845,0.0924,0.126,0.2181,0.261,1,train
0.0576,0.0432,0.0728,0.0626,0.1171,0.2458,0.2866,1,train
0.0576,0.0546,0.0822,0.0732,0.1243,0.2229,0.2642,1,train
0.0645,0.0713,0.0963,0.0926,0.1473,0.2156,0.2478,1,train
0.0645,0.0717,0.0942,0.1144,0.1463,0.2044,0.2318,1,train
0.063,0.0666,0.0976,0.1052,0.1537,0.2125,0.2406,1,train
0.063,0.068,0.098,0.1184,0.1495,0.2138,0.2334,1,train
